week;tow;PRN10;PRN16;PRN18;PRN20;PRN23;PRN26;PRN27;PRN29;PRN31;
2134;518570;10777052.2170;-7351526.1003;9166769.7629;15439802.3162;16516537.1217;799460.8813;-17288263.3538;22398364.1363;-5489360.0967;
2134;518571;10777733.2178;-7349718.7188;9167886.5648;15439763.7639;16516525.9194;800707.1264;-17286224.8799;22399995.4069;-5488793.4074;
2134;518572;10778413.9658;-7347911.5213;9169003.5618;15439725.0849;16516514.5278;801953.1367;-17284186.1214;22401626.3818;-5488226.5304;
2134;518573;10779094.4613;-7346104.5078;9170120.7542;15439686.2792;16516502.9470;803198.9123;-17282147.0784;22403257.0611;-5487659.4656;
2134;518574;10779774.7041;-7344297.6784;9171238.1418;15439647.3467;16516491.1770;804444.4532;-17280107.7510;22404887.4446;-5487092.2131;
2134;518575;10780454.6944;-7342491.0330;9172355.7246;15439608.2876;16516479.2178;805689.7594;-17278068.1392;22406517.5324;-5486524.7727;
2134;518576;10781134.4322;-7340684.5718;9173473.5026;15439569.1019;16516467.0695;806934.8310;-17276028.2430;22408147.3243;-5485957.1445;
2134;518577;10781813.9174;-7338878.2946;9174591.4759;15439529.7896;16516454.7321;808179.6678;-17273988.0626;22409776.8204;-5485389.3283;
2134;518578;10782493.1501;-7337072.2017;9175709.6444;15439490.3509;16516442.2057;809424.2700;-17271947.5979;22411406.0205;-5484821.3243;
2134;518579;10783172.1304;-7335266.2930;9176828.0080;15439450.7856;16516429.4904;810668.6375;-17269906.8490;22413034.9247;-5484253.1323;
2134;518580;10783850.8583;-7333460.5685;9177946.5669;15439411.0940;16516416.5861;811912.7703;-17267865.8159;22414663.5329;-5483684.7522;
2134;518581;10784529.3337;-7331655.0283;9179065.3209;15439371.2761;16516403.4930;813156.6685;-17265824.4987;22416291.8450;-5483116.1842;
2134;518582;10785207.5568;-7329849.6725;9180184.2702;15439331.3318;16516390.2110;814400.3320;-17263782.8975;22417919.8610;-5482547.4281;
2134;518583;10785885.5276;-7328044.5010;9181303.4145;15439291.2612;16516376.7403;815643.7608;-17261741.0123;22419547.5808;-5481978.4838;
2134;518584;10786563.2461;-7326239.5139;9182422.7541;15439251.0645;16516363.0808;816886.9550;-17259698.8431;22421175.0044;-5481409.3514;
2134;518585;10787240.7122;-7324434.7112;9183542.2888;15439210.7416;16516349.2326;818129.9145;-17257656.3900;22422802.1317;-5480840.0309;
2134;518586;10787917.9262;-7322630.0930;9184662.0186;15439170.2926;16516335.1959;819372.6394;-17255613.6530;22424428.9628;-5480270.5221;
2134;518587;10788594.8879;-7320825.6594;9185781.9436;15439129.7175;16516320.9705;820615.1296;-17253570.6322;22426055.4974;-5479700.8251;
2134;518588;10789271.5974;-7319021.4102;9186902.0636;15439089.0165;16516306.5566;821857.3852;-17251527.3277;22427681.7357;-5479130.9397;
2134;518589;10789948.0547;-7317217.3456;9188022.3788;15439048.1894;16516291.9542;823099.4061;-17249483.7394;22429307.6775;-5478560.8661;
